🌎央视高清,#genre#
金马影院,http://hpull.kktv8.com/livekktv/128600025/playlist.m3u8
经典小品,http://tc-tct.douyucdn2.cn/dyliveflv3/10153463r0oBSmAG.flv?wsAuth=327f9acf257abce343423d9ca46ef9ae&token=cpn-androidmpro-0-10153463-ee6c60cb51b36154827caa4c2303ce140c03be821c37ac32&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play3
野生動物世界,http://tc-tct.douyucdn2.cn/dyliveflv3a/4837387rlw2Uy8Vt.flv?wsAuth=18ecc42f7592013fe6118da7ad7413ae&token=cpn-androidmpro-0-4837387-8ad81bcd9db6237ce2d0e981c4f8e9cc7a6b580446dfb8c1&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play4
IPTV高清院线,http://[2409:8087:5000:21::1016]:8089/180000001001/00000001000000001002000000000009/index.m3u8
IPTV古装剧场,http://[2409:8087:5000:21::1016]:8089/180000001001/00000001000000001002000000000010/index.m3u8
IPTV故事频道,http://[2409:8087:5000:21::1016]:8089/180000001001/00000001000000000071000000305570/index.m3u8
IPTV家庭剧场,http://[2409:8087:5000:21::1016]:8089/180000001001/00000001000000001002000000000011/index.m3u8
IPTV健康之道,http://[2409:8087:5000:21::1016]:8089/180000001001/00000001000000000071000000305574/index.m3u8
IPTV金色夕阳,http://[2409:8087:5000:21::1016]:8089/180000001001/00000001000000000034000000343502/index.m3u8
IPTV金色夕阳,http://[2409:8087:5000:21::1016]:8089/180000001001/00000001000000001025000000196971/index.m3u8
IPTV经典剧场,http://[2409:8087:5000:21::1016]:8089/180000001001/00000001000000001002000000000012/index.m3u8
IPTV抗战剧场,http://[2409:8087:5000:21::1016]:8089/180000001001/00000001000000001002000000000007/index.m3u8
IPTV芒果好看,http://[2409:8087:5000:21::1016]:8089/180000001001/00000001000000001026000000099174/index.m3u8
IPTV芒果互娱,http://[2409:8087:5000:21::1016]:8089/180000001001/00000001000000000034000000343501/index.m3u8
IPTV芒果互娱,http://[2409:8087:5000:21::1016]:8089/180000001001/00000001000000001025000000196970/index.m3u8
IPTV芒果乐活,http://[2409:8087:5000:21::1016]:8089/180000001001/00000001000000001008000000154081/index.m3u8
IPTV芒果热播,http://[2409:8087:5000:21::1016]:8089/180000001001/00000001000000001008000000292438/index.m3u8
IPTV芒果热剧,http://[2409:8087:5000:21::1016]:8089/180000001001/00000001000000001026000000099232/index.m3u8
IPTV戏剧频道,http://[2409:8087:5000:21::1016]:8089/180000001001/00000001000000000071000000305564/index.m3u8
中国教育1,http://txycetvbl.centv.cn/cetv1/ypd.m3u8
中国教育2,http://txycetvbl.centv.cn/cetv2/2020tsytk.m3u8
中国教育3,http://txycetvbl.centv.cn/cetv3/bjdm.m3u8
中国教育4,http://txycetvbl.centv.cn/cetv4/zjpd.m3u8
中国教育1,http://124.232.233.6:6060/000000001901/202200010075/index.m3u8?m3u8_level=2
中国教育2,http://124.232.233.6:6060/000000001901/202200010076/index.m3u8?m3u8_level=2
中国教育3,http://124.232.233.6:6060/000000001901/202200010077/index.m3u8?m3u8_level=2
中国教育4,http://124.232.233.6:6060/000000001901/202200010078/index.m3u8?m3u8_level=2
中华美食,http://124.232.233.6:6060/000000001901/202200010107/index.m3u8?m3u8_level=2
🐬斗鱼电影,#genre#
周末电影,http://jiandjh.51vip.biz:35455/douyu/3637726
华语经典,http://jiandjh.51vip.biz:35455/douyu/434971
吃米滴虫,http://jiandjh.51vip.biz:35455/douyu/315457
神乐影片1,http://jiandjh.51vip.biz:35455/douyu/122402
神乐影片2,http://jiandjh.51vip.biz:35455/douyu/85894
贝爷MAX厅,http://jiandjh.51vip.biz:35455/douyu/4332
漫威影片,http://jiandjh.51vip.biz:35455/douyu/6140589
刘德华电影,http://jiandjh.51vip.biz:35455/douyu/2516864
喜剧经典,http://jiandjh.51vip.biz:35455/douyu/9650887
豆瓣高分,http://jiandjh.51vip.biz:35455/douyu/8770422
宇哥电影,http://jiandjh.51vip.biz:35455/douyu/413573
女神金电影,http://jiandjh.51vip.biz:35455/douyu/747764
贝爷影厅1,http://jiandjh.51vip.biz:35455/douyu/252802
贝爷影厅2,http://jiandjh.51vip.biz:35455/douyu/36337
霍格影片,http://jiandjh.51vip.biz:35455/douyu/8814650
冰冰经典电影,http://jiandjh.51vip.biz:35455/douyu/74374
奶虫恐怖电影,http://jiandjh.51vip.biz:35455/douyu/263824
避风港影院,http://jiandjh.51vip.biz:35455/douyu/9826611
恐怖经典,http://jiandjh.51vip.biz:35455/douyu/1165374
变种人电影,http://jiandjh.51vip.biz:35455/douyu/9651304
小U电影,http://jiandjh.51vip.biz:35455/douyu/96577
小宇60帧,http://jiandjh.51vip.biz:35455/douyu/323876
华语电影,http://jiandjh.51vip.biz:35455/douyu/3928
喜剧电影,http://jiandjh.51vip.biz:35455/douyu/9292492
国产影片,http://jiandjh.51vip.biz:35455/douyu/5423
译制影片,http://jiandjh.51vip.biz:35455/douyu/2436390
Liz陪看,http://jiandjh.51vip.biz:35455/douyu/7254536
女神金電影,http://jiandjh.51vip.biz:35455/douyu/747764
小小亭長,http://jiandjh.51vip.biz:35455/douyu/5802446
功夫港片,http://jiandjh.51vip.biz:35455/douyu/3637765
可樂,http://jiandjh.51vip.biz:35455/douyu/20415
貝貝影院,http://jiandjh.51vip.biz:35455/douyu/431460
邦德影院,http://jiandjh.51vip.biz:35455/douyu/9292499
林正英,http://jiandjh.51vip.biz:35455/douyu/7356023
林林影視,http://jiandjh.51vip.biz:35455/douyu/9652323
邵氏影院,http://jiandjh.51vip.biz:35455/douyu/4246519
千部經典,http://jiandjh.51vip.biz:35455/douyu/7882691
恐怖,http://jiandjh.51vip.biz:35455/douyu/310926
桃花影院,http://jiandjh.51vip.biz:35455/douyu/7305938
鬼片恐怖驚悚,http://jiandjh.51vip.biz:35455/douyu/2935323
鬼吹燈系列,http://jiandjh.51vip.biz:35455/douyu/9292503
菜園小餅,http://jiandjh.51vip.biz:35455/douyu/7701735
經典神劇,http://jiandjh.51vip.biz:35455/douyu/3700024
網神影廳,http://jiandjh.51vip.biz:35455/douyu/508118
🐯虎牙电影,#genre#
周星星,http://jiandjh.51vip.biz:35455/huya/11342412
林正英,http://jiandjh.51vip.biz:35455/huya/11342421
沈腾,http://jiandjh.51vip.biz:35455/huya/11601968
古装武侠,http://jiandjh.51vip.biz:35455/huya/25098954
经典动作,http://jiandjh.51vip.biz:35455/huya/26182091
猫和老鼠,http://jiandjh.51vip.biz:35455/huya/11352879
成龙,http://jiandjh.51vip.biz:35455/huya/11342386
李连杰,http://jiandjh.51vip.biz:35455/huya/11342390
刘德华,http://jiandjh.51vip.biz:35455/huya/11342424
王晶,http://jiandjh.51vip.biz:35455/huya/11602058
中华小当家,http://jiandjh.51vip.biz:35455/huya/11342413
杰森·斯坦森,http://jiandjh.51vip.biz:35455/huya/21059588
喜剧专场,http://jiandjh.51vip.biz:35455/huya/11602044
甄子丹,http://jiandjh.51vip.biz:35455/huya/11352935
巨石强森,http://jiandjh.51vip.biz:35455/huya/21059581
洪金宝,http://jiandjh.51vip.biz:35455/huya/11279251
詹姆斯邦德,http://jiandjh.51vip.biz:35455/huya/21059585
武俠,http://jiandjh.51vip.biz:35455/huya/11342427
許冠英,http://jiandjh.51vip.biz:35455/huya/11601972
賀歲片,http://jiandjh.51vip.biz:35455/huya/11601986
黑幫片,http://jiandjh.51vip.biz:35455/huya/11342419
搞笑喜劇,http://jiandjh.51vip.biz:35455/huya/11342423
警匪,http://jiandjh.51vip.biz:35455/huya/11352886
